meterName,meterNo,dateTime,importActiveEnergyT,currentA,currentB,currentC,voltageL12,voltageL23,voltageL31,voltageA,voltageB,voltageC,activePowerT,activePowerA,activePowerB,activePowerC,powerFactorA,powerFactorB,powerFactorC,powerFactorT
SSB-E2,2,2025-05-09 19:00:00,19398.300,1.820,3.567,1.990,420.585,423.362,425.002,244.555,243.576,246.191,1.736,0.408,0.861,0.096,-0.663,0.992,0.951,nan
SSB-E2A,3,2025-05-09 19:00:00,30082.596,4.121,14.481,2.428,422.002,423.397,425.501,244.376,243.329,246.069,4.985,0.982,3.429,0.000,0.994,0.974,-0.938,nan
SSB-5,1,2025-05-09 19:00:00,12707.868,1.205,6.928,1.495,417.965,420.093,422.146,242.704,241.423,244.820,1.950,0.169,0.009,0.002,-0.577,-0.882,-0.833,nan
DB-6,4,2025-05-09 19:00:00,361.730,2.201,0.000,1.511,417.930,420.153,423.943,242.362,241.416,244.885,0.788,0.530,0.000,0.258,0.994,0.000,0.697,nan
DB-E6,3,2025-05-09 19:00:00,6865.355,2.597,2.731,6.924,418.236,420.415,423.732,242.421,242.173,244.271,2.675,0.453,0.604,1.618,-0.719,-0.913,-0.956,nan
SSB-G,1,2025-05-09 19:00:00,8614.682,2.624,0.280,0.000,422.339,423.683,425.193,244.694,243.712,246.243,0.540,0.498,0.042,0.000,0.776,-0.585,0.000,nan
SSB-EG,2,2025-05-09 19:00:00,9717.991,nan,1.831,nan,422.323,nan,424.775,nan,243.741,nan,0.744,nan,0.430,1.550,0.000,nan,-0.916,nan
MSB-1,57,2025-05-09 19:00:00,14393064.600,0.325,0.350,0.212,418.780,420.840,422.620,243.740,243.060,245.440,0.208,0.077,0.084,0.047,-0.975,-0.987,-0.901,-0.964
SSB-E5,2,2025-05-09 19:00:00,6915.806,2.667,2.389,2.199,418.662,420.441,424.076,242.043,242.335,244.473,1.149,0.344,0.470,0.761,0.845,-0.865,-0.881,nan
SSB-5,1,2025-05-09 19:30:00,12709.276,0.090,0.038,1.402,419.032,420.142,424.315,242.750,241.530,244.953,1.394,0.160,0.009,0.002,-0.565,0.966,0.760,nan
SSB-2,1,2025-05-09 19:30:00,2282.730,0.645,2.587,1.683,420.999,420.059,426.171,243.858,242.452,245.606,1.075,0.119,0.601,0.355,-0.758,0.958,-0.858,nan
SSB-E5,2,2025-05-09 19:30:00,1416.896,1.747,2.365,1.927,419.076,420.908,423.825,242.541,242.142,244.852,0.914,0.297,0.532,0.538,-0.708,0.844,-0.788,nan
DB-6,4,2025-05-09 19:30:00,361.979,0.814,0.000,1.291,418.141,420.367,424.448,242.538,241.618,245.044,0.353,0.181,0.000,0.172,0.916,0.000,0.545,nan
SSB-G,1,2025-05-09 19:30:00,8614.914,2.642,0.294,0.000,421.078,422.824,423.364,244.123,242.992,245.602,0.546,0.502,0.044,0.000,0.778,-0.617,0.000,nan
SSB-EG,2,2025-05-09 19:30:00,9718.410,nan,2.157,nan,421.053,421.951,423.537,243.892,242.982,245.748,1.197,3.154,nan,0.457,0.000,0.973,-0.997,nan
DB-E6,3,2025-05-09 19:30:00,6866.060,2.123,1.983,1.216,418.671,420.807,424.628,242.948,242.227,244.681,0.760,0.289,0.407,0.064,-0.560,-0.847,-0.216,nan
MSB-1,57,2025-05-09 19:30:00,14393091.700,0.332,0.334,0.211,420.140,422.660,424.260,244.560,244.000,246.480,0.207,0.079,0.080,0.047,-0.979,-0.986,-0.909,-0.966
SSB-5,1,2025-05-09 20:00:00,125.739,0.085,2.430,1.411,420.339,421.833,423.546,243.240,242.194,245.483,0.028,0.020,0.530,0.289,-0.721,0.900,0.729,nan
SSB-EG,2,2025-05-09 20:00:00,9718.921,13.155,2.823,1.869,420.361,421.417,423.509,243.534,nan,245.566,6.233,0.000,2.638,0.289,-0.982,-0.990,nan,nan
SSB-G,1,2025-05-09 20:00:00,8615.158,1.535,0.280,0.133,420.525,422.349,422.992,243.838,242.779,245.338,0.386,0.343,0.043,0.000,0.916,-0.600,0.000,nan
DB-6,4,2025-05-09 20:00:00,362.155,0.814,0.000,1.296,418.708,421.081,425.263,242.932,241.942,245.533,0.354,0.181,0.000,0.173,0.915,0.000,0.544,nan
DB-E6,3,2025-05-09 20:00:00,6866.514,2.171,2.043,1.210,419.234,421.569,425.461,243.279,242.591,245.229,0.766,0.285,0.419,0.062,-0.540,-0.845,-0.209,nan
SSB-E5,2,2025-05-09 20:00:00,6916.609,5.006,2.292,2.709,419.688,421.508,425.846,243.642,242.770,245.234,2.273,0.199,0.090,0.263,0.970,0.955,-0.569,nan
SSB-2,1,2025-05-09 20:00:00,2283.277,0.643,2.583,1.807,420.408,419.325,425.088,243.498,242.215,245.365,1.116,0.121,0.600,0.395,-0.771,0.959,-0.891,nan
MSB-1,57,2025-05-09 20:00:00,14393116.600,0.331,0.336,0.212,421.160,423.240,425.360,245.280,244.360,246.940,0.208,0.079,0.081,0.048,-0.979,-0.985,-0.923,-0.970
MSB-1,57,2025-05-09 20:30:00,14393141.900,0.345,0.341,0.213,420.860,422.880,425.080,245.120,244.200,246.740,0.213,0.083,0.082,0.048,-0.980,-0.989,-0.919,-0.970
SSB-G,1,2025-05-09 20:30:00,8615.336,2.593,0.288,0.000,425.764,427.934,428.355,246.795,245.825,248.415,0.516,0.473,0.042,0.000,0.740,-0.599,0.000,nan
SSB-5,1,2025-05-09 20:30:00,125.750,0.084,0.029,0.009,419.737,422.018,424.568,243.855,242.554,246.070,0.875,0.020,0.006,0.290,0.986,0.849,-0.847,nan
SSB-2,1,2025-05-09 20:30:00,2283.884,0.634,2.810,1.774,425.724,423.992,430.331,246.584,245.243,248.374,1.173,0.120,0.661,0.392,-0.767,0.960,-0.889,nan
SSB-2,1,2025-05-09 21:00:00,2284.475,0.648,2.800,1.680,424.413,423.093,428.097,245.588,244.215,247.490,1.134,0.119,0.658,0.357,-0.750,0.963,-0.859,nan
SSB-5,1,2025-05-09 21:00:00,125.762,0.098,2.156,1.395,420.847,423.409,425.975,244.480,243.369,246.943,0.895,0.149,0.455,0.291,0.986,0.892,-0.845,nan
SSB-G,1,2025-05-09 21:00:00,8615.605,2.745,0.287,0.133,424.570,426.042,426.555,245.834,244.721,247.541,0.550,0.508,0.043,0.000,0.752,-0.580,0.000,nan
SSB-EG,2,2025-05-09 21:00:00,9719.968,13.237,2.818,nan,423.892,425.144,426.821,nan,244.657,nan,1.101,nan,0.683,nan,0.000,nan,0.980,nan
MSB-1,57,2025-05-09 21:00:00,14393167.000,0.330,0.331,0.213,422.120,424.420,426.460,245.820,245.000,247.600,0.207,0.079,0.080,0.048,-0.977,-0.986,-0.916,-0.966
SSB-2,1,2025-05-09 21:30:00,2285.085,0.712,2.789,1.802,421.743,420.856,426.616,244.368,243.049,246.358,1.185,0.137,0.654,0.393,-0.788,0.965,-0.886,nan
SSB-E2A,3,2025-05-09 21:30:00,30095.582,2.573,0.000,2.405,421.912,424.208,426.452,244.504,243.349,246.430,0.628,0.628,3.299,0.556,nan,0.000,0.000,nan
SSB-2A,4,2025-05-09 21:30:00,298145.760,25.631,0.736,0.769,421.508,423.378,426.319,244.781,242.937,246.551,0.653,0.478,16.401,8.446,-0.955,-0.258,-0.986,nan
SSB-3,5,2025-05-09 21:30:00,10141.471,2.200,0.150,2.180,421.190,423.229,425.872,244.445,243.395,246.576,0.708,0.353,0.027,0.328,-0.656,0.755,0.610,nan
SSB-E2,2,2025-05-09 21:30:00,19403.646,1.974,0.751,0.575,420.665,424.548,425.140,244.609,243.403,246.363,0.449,0.392,1.661,0.095,-0.675,0.938,0.931,nan
SSB-EG,2,2025-05-09 21:30:00,9720.522,nan,2.892,nan,421.966,423.419,425.130,244.437,243.686,246.746,1.556,3.174,0.697,0.472,0.000,-0.997,-0.882,nan
MSB-1,57,2025-05-09 21:30:00,14393190.200,0.318,0.340,0.213,419.040,421.000,423.020,243.920,243.140,245.560,0.204,0.075,0.082,0.047,-0.972,-0.990,-0.908,-0.964
SSB-2-1,9,2025-05-09 21:30:00,342727.584,0.000,0.000,0.000,421.770,423.451,427.488,244.894,243.667,246.253,0.000,0.000,0.000,0.000,0.000,0.000,0.000,nan
SSB-2A-1,10,2025-05-09 21:30:00,427174.592,1.384,1.379,1.621,421.782,423.679,427.558,244.832,243.718,246.430,0.000,0.000,0.000,0.000,0.000,0.000,0.000,nan
SSB-G,1,2025-05-09 21:30:00,8615.818,2.398,0.287,0.000,422.233,424.333,424.354,244.708,243.568,246.436,0.448,0.405,0.043,0.000,0.690,-0.582,0.000,nan
MSB-1,57,2025-05-09 22:00:00,14393214.900,0.347,0.336,0.211,419.520,421.460,423.340,244.020,243.540,245.700,0.210,0.083,0.081,0.047,-0.981,-0.985,-0.907,-0.965
SSB-EG,2,2025-05-09 22:00:00,33265.326,0.000,8.481,7.363,421.408,424.278,nan,244.765,nan,246.408,nan,0.000,2.000,1.689,-0.982,0.971,-0.920,nan
SSB-G,1,2025-05-09 22:00:00,8616.041,2.387,0.295,0.133,422.709,424.005,424.360,244.915,243.612,246.486,0.443,0.401,0.042,0.000,0.685,-0.590,0.000,nan
SSB-E2A,3,2025-05-09 22:00:00,14913.243,1.401,13.984,2.481,421.572,423.932,426.155,244.596,243.751,246.531,5.017,1.153,0.000,0.000,0.994,0.974,-0.935,nan
SSB-E2,2,2025-05-09 22:00:00,19404.896,1.754,7.096,1.984,420.600,424.858,425.600,244.816,243.269,246.444,0.424,0.358,1.634,0.463,-0.799,0.946,0.946,nan
SSB-2,1,2025-05-09 22:00:00,2285.669,0.645,2.791,1.934,421.998,420.940,426.083,244.562,243.227,246.432,1.205,0.116,0.655,0.434,-0.738,0.965,0.911,nan
SSB-2,1,2025-05-09 22:30:00,2286.412,0.644,2.787,1.684,421.409,420.528,425.996,244.251,242.668,246.269,1.126,0.119,0.653,0.355,-0.754,0.965,-0.855,nan
SSB-E2,2,2025-05-09 22:30:00,19406.146,2.209,7.230,0.582,420.651,424.011,425.383,244.446,242.989,246.189,0.398,0.194,1.627,0.461,-0.768,0.615,0.648,nan
SSB-EG,2,2025-05-09 22:30:00,9722.802,nan,2.550,nan,nan,423.304,nan,244.351,nan,nan,2.180,nan,0.608,0.453,nan,-0.982,nan,nan
MSB-1,57,2025-05-09 22:30:00,14393239.900,0.335,0.351,0.215,420.380,421.980,424.060,244.700,243.860,246.080,0.213,0.080,0.085,0.048,-0.976,-0.990,-0.916,-0.967
SSB-G,1,2025-05-09 22:30:00,8616.220,2.433,0.295,0.000,421.530,423.516,424.257,244.510,243.215,246.223,0.461,0.421,0.040,0.000,0.708,-0.606,0.000,nan
MSB-1,57,2025-05-09 23:00:00,14393264.900,0.354,0.329,0.218,420.700,422.620,424.440,244.860,244.180,246.380,0.213,0.085,0.079,0.049,-0.979,-0.982,-0.921,-0.965
SSB-EG,2,2025-05-09 23:00:00,33271.376,0.000,8.466,nan,nan,423.351,425.899,244.642,243.555,nan,4.606,nan,0.610,0.462,0.000,0.972,-0.982,nan
SSB-G,1,2025-05-09 23:00:00,8616.392,1.218,0.288,0.133,422.608,423.864,424.451,245.024,243.469,246.329,0.290,0.246,0.044,0.000,0.824,-0.629,0.000,nan
DB-6,4,2025-05-09 23:00:00,363.222,0.814,0.000,1.241,423.547,426.337,430.897,245.960,244.762,248.766,0.355,0.182,0.000,0.173,0.907,0.000,0.562,nan
DB-E6,3,2025-05-09 23:00:00,6869.194,0.778,4.036,1.202,424.049,426.657,431.098,246.318,245.250,248.511,0.987,0.101,0.823,0.063,-0.529,0.831,-0.212,nan
SSB-E5,2,2025-05-09 23:00:00,1422.482,1.786,0.682,1.529,424.567,426.919,430.238,246.638,245.219,248.435,0.464,0.199,0.514,0.427,-0.565,-0.521,-0.471,nan
SSB-5,1,2025-05-09 23:00:00,12712.424,0.059,0.029,1.392,424.881,426.495,430.812,246.029,244.892,248.771,0.902,0.014,0.006,0.293,-0.530,0.861,0.767,nan
SSB-E2,2,2025-05-09 23:00:00,19407.404,1.947,7.107,0.568,421.858,424.863,425.365,244.897,243.318,246.368,0.386,0.375,1.674,0.462,-0.729,0.618,0.948,nan
SSB-2,1,2025-05-09 23:00:00,2286.998,0.681,2.790,1.684,422.094,421.616,425.722,244.518,243.165,246.295,1.136,0.127,0.656,0.354,-0.760,0.967,-0.855,nan
SSB-2A,4,2025-05-09 23:30:00,298207.200,25.306,0.743,0.766,421.293,423.506,426.574,245.166,242.964,246.674,0.652,0.478,16.357,8.540,-0.952,-0.263,-0.986,nan
SSB-2,1,2025-05-09 23:30:00,2287.604,0.678,2.796,2.159,422.869,421.909,426.779,245.001,243.430,246.728,1.264,0.121,0.657,0.487,-0.758,0.965,0.914,nan
SSB-E2,2,2025-05-09 23:30:00,19408.678,2.085,0.746,0.563,421.312,424.854,426.782,244.938,243.376,246.729,2.559,0.454,1.641,0.093,-0.736,0.946,0.947,nan
SSB-E2A,3,2025-05-09 23:30:00,30105.336,1.206,0.154,2.450,423.070,423.452,425.590,245.253,244.017,246.614,4.634,0.719,3.360,0.555,-0.966,0.000,-0.942,nan
SSB-3,5,2025-05-09 23:30:00,10142.815,2.213,0.134,1.879,421.406,423.545,426.096,244.797,243.340,246.749,0.652,0.356,0.026,0.271,-0.656,0.784,0.584,nan
SSB-5,1,2025-05-09 23:30:00,12712.823,0.031,0.025,1.397,421.883,423.765,427.790,244.417,243.272,247.092,0.521,0.007,0.005,0.292,-0.639,0.785,0.713,nan
SSB-E5,2,2025-05-09 23:30:00,1423.071,2.180,4.558,2.030,420.077,423.703,428.235,244.161,243.459,246.831,1.192,0.064,1.090,0.328,0.704,0.982,-0.246,nan
DB-E6,3,2025-05-09 23:30:00,6869.632,2.133,3.996,1.190,421.184,423.439,427.861,244.578,243.482,246.623,1.166,0.295,0.810,0.061,-0.575,0.832,-0.209,nan
DB-6,4,2025-05-09 23:30:00,363.399,0.812,0.000,1.224,420.746,422.987,427.580,244.319,242.902,246.792,0.353,0.181,0.000,0.172,0.911,0.000,0.569,nan
MSB-1,57,2025-05-09 23:30:00,14393289.800,0.326,0.337,0.213,421.160,423.080,424.980,245.160,244.380,246.720,0.207,0.078,0.081,0.048,-0.977,-0.987,-0.919,-0.966
SSB-2-1,9,2025-05-09 23:30:00,342727.584,0.000,0.000,0.000,422.175,423.908,428.058,245.106,243.937,246.600,0.000,0.000,0.000,0.000,0.000,0.000,0.000,nan
SSB-2A-1,10,2025-05-09 23:30:00,427174.592,1.413,1.394,1.644,422.223,424.120,428.188,245.080,243.999,246.760,0.000,0.000,0.000,0.000,0.000,0.000,0.000,nan
DB-M,3,2025-05-10 00:00:00,17854.354,nan,0.570,nan,422.506,nan,427.486,244.592,nan,246.788,nan,0.829,nan,0.697,0.719,nan,-0.905,nan
